datetime,avg_power,max_power,avg_energy,minute_diff,energy_diff,out_humid,out_temp,out_light,next_humid,next_temp,next_heatindex,predicted_en_per_minute
22-Sep-2021 14:41:00,2669.53,2745.2,112.2,10,0.11999999999999,84.0183333333333,28.89,1442.68333333333,79.4366666666667,26.4,28.4293333333333,0.010396741
22-Sep-2021 14:51:00,2628.67,2673.3,112.32,9,0.0900000000000034,81.7981481481482,29.087037037037,1607.25925925926,79.3314814814815,26.4259259259259,28.4748148148148,0.010085669
22-Sep-2021 15:00:00,2646.77,2678.0,112.41,10,0.0900000000000034,81.0633333333333,29.3716666666667,1789.88333333333,79.1833333333333,26.4983333333333,28.6086666666667,0.009928602
22-Sep-2021 15:10:00,2720.6,2831.3,112.5,7,0.0699999999999932,79.2380952380952,29.7523809523809,2093.97619047619,78.7119047619047,26.4952380952381,28.5742857142857,0.009932223
22-Sep-2021 15:17:00,2675.9,2926.6,112.57,10,0.120000000000005,77.3966666666667,30.1116666666667,2343.26666666667,78.885,26.5116666666667,28.6198333333333,0.010116162
22-Sep-2021 15:27:00,2669.37,2724.4,112.69,7,0.0799999999999983,74.8190476190476,30.35,2331.04761904762,78.9309523809524,26.5976190476191,28.7980952380952,0.010666529
22-Sep-2021 15:34:00,2734.35,2797.2,112.77,8,0.100000000000009,74.80625,30.5395833333333,2099.625,78.88125,26.6,28.798125,0.011120027
22-Sep-2021 15:42:00,2666.6,2691.1,112.87,7,0.0600000000000023,74.4785714285714,30.4428571428571,1849.30952380952,78.8166666666667,26.6,28.7916666666667,0.010808189
22-Sep-2021 15:49:00,2793.8,2865.0,112.93,9,0.11999999999999,74.2092592592592,30.2611111111111,1650.88888888889,78.7462962962963,26.6,28.7855555555556,0.010389283
22-Sep-2021 15:58:00,2719.2,2800.9,113.05,8,0.100000000000009,74.75625,30.1541666666667,1513.0,78.76875,26.6291666666667,28.8477083333333,0.010436346
22-Sep-2021 16:06:00,2651.2,2675.7,113.15,8,0.0999999999999943,74.90625,30.1166666666667,1421.25,78.75625,26.6770833333333,28.9464583333333,0.0104447855
22-Sep-2021 16:14:00,2638.7,2660.9,113.25,8,0.0799999999999983,74.8958333333333,30.0479166666667,1340.5625,78.7,26.7041666666667,28.99875,0.010378887
22-Sep-2021 16:22:00,2677.95,2684.1,113.33,7,0.0700000000000074,74.847619047619,30.0,1291.7619047619,78.6857142857142,26.7523809523809,29.0980952380953,0.010212699
22-Sep-2021 16:29:00,2756.6,2836.7,113.4,8,0.0799999999999983,75.9979166666667,29.8895833333333,1092.33333333333,76.6604166666667,26.6416666666667,28.7633333333333,0.01086101
22-Sep-2021 16:37:00,2827.8,2966.8,113.48,9,0.0899999999999892,77.0759259259259,29.7037037037037,996.37037037037,69.387037037037,25.9851851851852,27.2572222222222,0.010925284
22-Sep-2021 16:46:00,2762.87,2950.4,113.57,7,0.0800000000000125,76.4121951219512,29.6463414634146,984.780487804878,69.0761904761905,25.7666666666667,26.645,0.01037763
22-Sep-2021 16:53:00,2714.1,2821.8,113.65,11,0.0999999999999943,77.4393939393939,29.5666666666667,826.69696969697,72.0523076923077,25.7769230769231,26.8241538461538,0.011505408
22-Sep-2021 17:04:00,2665.17,2730.2,113.75,10,0.0999999999999943,77.9616666666667,29.3083333333333,593.3,73.205,25.7933333333333,26.9756666666667,0.01143277
22-Sep-2021 17:14:00,2636.13,2649.4,113.85,9,0.0500000000000114,77.9888888888889,29.1240740740741,439.444444444444,73.4537037037037,25.6407407407407,26.6364814814815,0.010630007
22-Sep-2021 17:23:00,2716.9,2723.7,113.9,11,0.129999999999995,78.7590909090909,28.9681818181818,277.318181818182,75.8469696969697,25.6727272727273,26.9107575757576,0.011953434
22-Sep-2021 17:34:00,2627.65,2638.0,114.03,10,0.0799999999999983,79.1933333333333,28.81,223.583333333333,75.325,25.5183333333333,26.4626666666667,0.011155702
22-Sep-2021 17:44:00,2652.43,2705.3,114.11,12,0.0999999999999943,80.2097222222222,28.6527777777778,124.652777777778,75.1888888888889,25.5097222222222,26.4318055555556,0.010846394
22-Sep-2021 17:56:00,2594.63,2632.3,114.21,9,0.0500000000000114,81.2277777777778,28.5444444444444,51.537037037037,74.5018518518519,25.4944444444445,26.3092592592593,0.009767762
22-Sep-2021 18:05:00,1869.93,80.4,114.26,12,0.11999999999999,81.3666666666667,28.3555555555556,17.4444444444444,74.8986111111111,25.5027777777778,26.4361111111111,0.009795165
22-Sep-2021 18:17:00,2571.9,2603.7,114.38,13,0.0500000000000114,82.3679487179487,28.2128205128205,1.69230769230769,73.8076923076923,25.4538461538462,26.2441025641026,0.00901823
22-Sep-2021 18:30:00,2540.13,2736.0,114.43,12,0.0899999999999892,82.6472222222222,28.1986111111111,0.0,73.9541666666667,25.4722222222222,26.2608333333333,0.008967695
22-Sep-2021 18:42:00,2719.07,2805.8,114.52,14,0.120000000000005,86.0178571428571,27.6738095238095,0.0,75.1440476190476,25.5083333333333,26.4325,0.0081912335
22-Sep-2021 18:56:00,2493.67,2545.3,114.64,11,0.0799999999999983,94.0,25.769696969697,0.0,76.7030303030303,25.5121212121212,26.4889393939394,0.00568482
